hs_Character,hs_Rank_Rich_Nationality,hs_Rank_Rich_NativePlace_Cn,hs_Rank_Rich_NativePlace_En,hs_Rank_Rich_BirthPlace_Cn,hs_Rank_Rich_BirthPlace_En,hs_Rank_Rich_Permanent_Cn,hs_Rank_Rich_Permanent_En,hs_Rank_Rich_Photo,hs_Rank_Rich_Age,hs_Rank_Rich_Gender,hs_Rank_Rich_Education_Cn,hs_Rank_Rich_Education_En,hs_Rank_Rich_School_Cn,hs_Rank_Rich_School_En,hs_Rank_Rich_Year,hs_Rank_Rich_Relations,hs_Rank_Rich_MTime,hs_Rank_Rich_ID,hs_Rank_Rich_ListID,hs_Rank_Rich_Ranking,hs_Rank_Rich_Ranking_Change,hs_Rank_Rich_Wealth,hs_Rank_Rich_Wealth_USD,hs_Rank_Rich_Wealth_Change,hs_Rank_Rich_Certificate,hs_Rank_Rich_ChaName_Cn,hs_Rank_Rich_ChaName_En,hs_Rank_Rich_Cha_ID,hs_Rank_Rich_ComName_Cn,hs_Rank_Rich_ComName_En,hs_Rank_Rich_ComHeadquarters_Cn,hs_Rank_Rich_ComHeadquarters_En,hs_Rank_Rich_Industry_Cn,hs_Rank_Rich_Industry_En,hs_Rank_Rich_Com_ID,hs_RichAndCha
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1971-01-01', 'hs_Character_Age': '53', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 492, 'hs_Character_Fullname_Cn': '许晨晔', 'hs_Character_Fullname_En': 'Xu Chenye', 'hs_Character_Surname_Cn': '许', 'hs_Character_Name_Cn': '晨晔', 'hs_Character_Surname_En': 'Xu', 'hs_Character_Name_En': 'Chenye', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-广东-深圳', 'hs_Character_Permanent_En': 'China-Guangdong-Shenzhen', 'hs_Character_Education_Cn': '硕士', 'hs_Character_Education_En': 'Master s', 'hs_Character_School_Cn': '深圳、南大', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28037,208,471,94,110.0,1550.0,5%,,许晨晔,Xu Chenye,492,腾讯,Tencent,广东深圳,Guangdong,互联网服务,Internet Services,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1965-01-01', 'hs_Character_Age': '59', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 523, 'hs_Character_Fullname_Cn': '许英灼', 'hs_Character_Fullname_En': 'Xu Yingzhuo', 'hs_Character_Surname_Cn': '许', 'hs_Character_Name_Cn': '英灼', 'hs_Character_Surname_En': 'Xu', 'hs_Character_Name_En': 'Yingzhuo', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-广东-潮汕', 'hs_Character_NativePlace_En': 'China-Guangdong-Tide', 'hs_Character_BirthPlace_Cn': '中国-广东-潮州', 'hs_Character_BirthPlace_En': 'China-Guangdong-Chaozhou', 'hs_Character_Permanent_Cn': '中国-广东-广州', 'hs_Character_Permanent_En': 'China-Guangdong-Guangzhou', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '悉尼大学', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28038,208,471,-16,110.0,1550.0,-15%,,许英灼,Xu Yingzhuo,523,海大,Haid,广东广州,Guangdong,饲料,Agricultural Products,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1965-11-01', 'hs_Character_Age': '59', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 331, 'hs_Character_Fullname_Cn': '严健军', 'hs_Character_Fullname_En': 'Yan Jianjun', 'hs_Character_Surname_Cn': '严', 'hs_Character_Name_Cn': '健军', 'hs_Character_Surname_En': 'Yan', 'hs_Character_Name_En': 'Jianjun', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-浙江-宁波', 'hs_Character_NativePlace_En': 'China-Zhejiang-Ningbo', 'hs_Character_BirthPlace_Cn': '中国-浙江-宁波', 'hs_Character_BirthPlace_En': 'China-Zhejiang-Ningbo', 'hs_Character_Permanent_Cn': '中国-上海', 'hs_Character_Permanent_En': 'China-Shanghai', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '上海工程技术', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28039,208,471,21,110.0,1550.0,-8%,,严健军,Yan Jianjun,331,致达,Zenitek,上海静安,Shanghai,信息、金融、投资,"Information, Investments",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1965-01-01', 'hs_Character_Age': '59', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 392, 'hs_Character_Fullname_Cn': '姚奎章', 'hs_Character_Fullname_En': 'Yao Kuizhang', 'hs_Character_Surname_Cn': '姚', 'hs_Character_Name_Cn': '奎章', 'hs_Character_Surname_En': 'Yao', 'hs_Character_Name_En': 'Kuizhang', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-河北-衡水', 'hs_Character_Permanent_En': 'China-Hebei-Hengshui', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28040,208,471,0,110.0,1550.0,-12%,,姚奎章,Yao Kuizhang,392,养元饮品,Yangyuan ZhiHui,河北衡水,Hebei,饮料,Food & Beverage,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1970-10-01', 'hs_Character_Age': '54', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 419, 'hs_Character_Fullname_Cn': '郁国祥', 'hs_Character_Fullname_En': 'Yu Guoxiang', 'hs_Character_Surname_Cn': '郁', 'hs_Character_Name_Cn': '国祥', 'hs_Character_Surname_En': 'Yu', 'hs_Character_Name_En': 'Guoxiang', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-上海', 'hs_Character_Permanent_En': 'China-Shanghai', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28041,208,471,21,110.0,1550.0,-8%,,郁国祥,Yu Guoxiang,419,乐游科技,Leyou,上海,Shanghai,投资,Investments,0,
"[{'hs_Character_Gender': '女士', 'hs_Character_Birthday': '1974-04-01', 'hs_Character_Age': '50', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '女士', 'hs_Character_ID': 1929, 'hs_Character_Fullname_Cn': '张宁', 'hs_Character_Fullname_En': 'Zhang Ning', 'hs_Character_Surname_Cn': '张', 'hs_Character_Name_Cn': '宁', 'hs_Character_Surname_En': 'Zhang', 'hs_Character_Name_En': 'Ning', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_women.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-上海', 'hs_Character_Permanent_En': 'China-Shanghai', 'hs_Character_Education_Cn': '硕士', 'hs_Character_Education_En': 'Master s', 'hs_Character_School_Cn': '北京工商大学、英国华威大学', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28042,208,471,21,110.0,1550.0,-8%,,张宁,Zhang Ning,1929,彤程新材,Red Avenue,上海浦东,Shanghai,化工原料,Chemical raw materials,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1968-01-01', 'hs_Character_Age': '56', 'hs_Character_MTime': '2020-10-20 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 5283, 'hs_Character_Fullname_Cn': '章小华', 'hs_Character_Fullname_En': 'Zhang Xiaohua', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-浙江-金华', 'hs_Character_Permanent_En': '', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28043,208,471,94,110.0,1550.0,5%,,章小华,Zhang Xiaohua,5283,红狮控股,Hongshi,浙江金华,Zhejiang,水泥,Cement,0,
"[{'hs_Character_Gender': '未知', 'hs_Character_Birthday': '1900-01-01', 'hs_Character_Age': '未知', 'hs_Character_MTime': '2024-10-25 12:02:00', 'hs_Character_Gender_Lang': '未知', 'hs_Character_ID': 11858, 'hs_Character_Fullname_Cn': '赵绪龙', 'hs_Character_Fullname_En': 'Zhao Xulong', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_women.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '内蒙古赤峰', 'hs_Character_NativePlace_En': 'China-Zhejiang-Shaoxing', 'hs_Character_BirthPlace_Cn': '中国-浙江-杭州', 'hs_Character_BirthPlace_En': 'Nei Mongol', 'hs_Character_Permanent_Cn': '上海', 'hs_Character_Permanent_En': 'Shanghai', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}, {'hs_Character_Gender': '未知', 'hs_Character_Birthday': '1900-01-01', 'hs_Character_Age': '未知', 'hs_Character_MTime': '2024-10-25 12:02:00', 'hs_Character_Gender_Lang': '未知', 'hs_Character_ID': 11861, 'hs_Character_Fullname_Cn': '朱水纳', 'hs_Character_Fullname_En': 'Zhu Shuina', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_women.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '内蒙古赤峰', 'hs_Character_NativePlace_En': 'China-Guangdong-Foshan', 'hs_Character_BirthPlace_Cn': '中国-广东-佛山', 'hs_Character_BirthPlace_En': 'Nei Mongol', 'hs_Character_Permanent_Cn': '上海', 'hs_Character_Permanent_En': 'Shanghai', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,夫妇,2024-10-29 12:00:00,28044,208,471,New,110.0,1550.0,NEW,,赵绪龙、朱水纳,Zhao Xulong、Zhu Shuina,11858、11861,迈富时,Marketingforce,上海静安,Shanghai,SaaS解决方案,SaaS,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1900-01-01', 'hs_Character_Age': '未知', 'hs_Character_MTime': '2021-10-26 10:02:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 6518, 'hs_Character_Fullname_Cn': '郑春颖', 'hs_Character_Fullname_En': 'Zheng Chunying', 'hs_Character_Surname_Cn': '郑', 'hs_Character_Name_Cn': '春颖', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-辽宁-辽阳', 'hs_Character_BirthPlace_En': 'China-Liaoning-Liaoyang', 'hs_Character_Permanent_Cn': '中国-上海', 'hs_Character_Permanent_En': 'China-Shanghai', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28045,208,471,21,110.0,1550.0,-8%,,郑春颖,Zheng Chunying,6518,伽蓝,Jala,上海,Shanghai,化妆品,Cosmetic,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1957-03-01', 'hs_Character_Age': '67', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 350, 'hs_Character_Fullname_Cn': '周宗文', 'hs_Character_Fullname_En': 'Zhou Zongwen', 'hs_Character_Surname_Cn': '周', 'hs_Character_Name_Cn': '宗文', 'hs_Character_Surname_En': 'Zhou', 'hs_Character_Name_En': 'Zongwen', 'hs_Character_Photo': 'https://res.hurun.net/photo/000350_Zhou_Zongwen.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-广东-深圳', 'hs_Character_Permanent_En': 'China-Guangdong-Shenzhen', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,28046,208,471,-83,110.0,1550.0,-24%,,周宗文,Zhou Zongwen,350,周大生,Chow Tai Seng,广东深圳,Guangdong,珠宝,Jewellery,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1965-01-01', 'hs_Character_Age': '59', 'hs_Character_MTime': '2021-10-26 10:02:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 6620, 'hs_Character_Fullname_Cn': '蔡镇球', 'hs_Character_Fullname_En': 'Eric Tsai Cheng-Chiu', 'hs_Character_Surname_Cn': '蔡', 'hs_Character_Name_Cn': '镇球', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-福建-泉州', 'hs_Character_NativePlace_En': 'China-Fujian-Quanzhou', 'hs_Character_BirthPlace_Cn': '中国-台湾-台北', 'hs_Character_BirthPlace_En': 'China-Taiwan-Taipei', 'hs_Character_Permanent_Cn': '中国-台湾-台北', 'hs_Character_Permanent_En': 'China-Taiwan-Taipei', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,28047,208,494,261,105.0,1480.0,31%,,蔡镇球,Eric Tsai Cheng-Chiu,6620,霖园,Lin Yuan,台湾台北,Taiwan,金融服务,Financial Services,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1982-08-01', 'hs_Character_Age': '42', 'hs_Character_MTime': '2020-10-20 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 5302, 'hs_Character_Fullname_Cn': '昌敬', 'hs_Character_Fullname_En': 'Chang Jing', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-北京', 'hs_Character_Permanent_En': '', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28048,208,494,138,105.0,1480.0,8%,,昌敬,Chang Jing,5302,石头科技,Roborock,北京,Beijing,智能机器人,Robotics,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1959-05-01', 'hs_Character_Age': '65', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 446, 'hs_Character_Fullname_Cn': '陈先保', 'hs_Character_Fullname_En': 'Chen Xianbao', 'hs_Character_Surname_Cn': '陈', 'hs_Character_Name_Cn': '先保', 'hs_Character_Surname_En': 'Chen', 'hs_Character_Name_En': 'Xianbao', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-安徽-合肥', 'hs_Character_BirthPlace_En': 'China-Anhui-Hefei', 'hs_Character_Permanent_Cn': '中国-安徽-合肥', 'hs_Character_Permanent_En': 'China-Anhui-Hefei', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '江南', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,28049,208,494,-2,105.0,1480.0,-13%,,陈先保,Chen Xianbao,446,华泰,Hefei Huatai,安徽合肥,Anhui,农副食品加工业,Food and beverage,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1964-12-29', 'hs_Character_Age': '60', 'hs_Character_MTime': '2021-10-26 10:02:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 6622, 'hs_Character_Fullname_Cn': '成正辉', 'hs_Character_Fullname_En': 'Cheng Zhenghui', 'hs_Character_Surname_Cn': '成', 'hs_Character_Name_Cn': '正辉', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-广东-深圳', 'hs_Character_BirthPlace_En': 'China-Guangdong-Shenzhen', 'hs_Character_Permanent_Cn': '中国-广东-深圳', 'hs_Character_Permanent_En': 'China-Guangdong-Shenzhen', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28050,208,494,261,105.0,1480.0,31%,,成正辉,Cheng Zhenghui,6622,惠泰医疗,Apt Medical,广东深圳,Guangdong,医疗器械,Medical Devices,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1963-07-01', 'hs_Character_Age': '61', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 1389, 'hs_Character_Fullname_Cn': '董才平', 'hs_Character_Fullname_En': 'Dong Caiping', 'hs_Character_Surname_Cn': '董', 'hs_Character_Name_Cn': '才平', 'hs_Character_Surname_En': 'Dong', 'hs_Character_Name_En': 'Caiping', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-江苏-常州', 'hs_Character_NativePlace_En': 'China-Jiangsu-Changzhou', 'hs_Character_BirthPlace_Cn': '中国-江苏-常州', 'hs_Character_BirthPlace_En': 'China-Jiangsu-Changzhou', 'hs_Character_Permanent_Cn': '中国-江苏-常州', 'hs_Character_Permanent_En': 'China-Jiangsu-Changzhou', 'hs_Character_Education_Cn': '硕士', 'hs_Character_Education_En': 'Master s', 'hs_Character_School_Cn': '中央党校', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28051,208,494,42,105.0,1480.0,-5%,,董才平,Dong Caiping,1389,中天钢铁,Zenith,江苏常州,Jiangsu,钢铁、投资,"Steel, Investments",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1948-07-01', 'hs_Character_Age': '76', 'hs_Character_MTime': '2020-10-20 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 5220, 'hs_Character_Fullname_Cn': '甘忠如', 'hs_Character_Fullname_En': 'Gan Zhongru', 'hs_Character_Surname_Cn': '', 'hs_Character_Name_Cn': '', 'hs_Character_Surname_En': '', 'hs_Character_Name_En': '', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-北京', 'hs_Character_Permanent_En': '', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28052,208,494,172,105.0,1480.0,12%,,甘忠如,Gan Zhongru,5220,甘李药业,Gan & Lee Pharmaceuticals,北京,Beijing,生物制药,Biotech,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1982-01-01', 'hs_Character_Age': '42', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 475, 'hs_Character_Fullname_Cn': '何旗', 'hs_Character_Fullname_En': 'He Qi', 'hs_Character_Surname_Cn': '何', 'hs_Character_Name_Cn': '旗', 'hs_Character_Surname_En': 'He', 'hs_Character_Name_En': 'Qi', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '', 'hs_Character_BirthPlace_En': '', 'hs_Character_Permanent_Cn': '中国-上海', 'hs_Character_Permanent_En': 'China-Shanghai', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,未知,2024-10-29 12:00:00,28053,208,494,42,105.0,1480.0,-5%,,何旗,He Qi,475,均和,Junhe,上海浦东,Shanghai,钢铁贸易,Steel trade,0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1958-01-01', 'hs_Character_Age': '66', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 224, 'hs_Character_Fullname_Cn': '黄巧灵', 'hs_Character_Fullname_En': 'Huang Qiaoling', 'hs_Character_Surname_Cn': '黄', 'hs_Character_Name_Cn': '巧灵', 'hs_Character_Surname_En': 'Huang', 'hs_Character_Name_En': 'Qiaoling', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '', 'hs_Character_NativePlace_En': '', 'hs_Character_BirthPlace_Cn': '中国-浙江', 'hs_Character_BirthPlace_En': 'China-Zhejiang', 'hs_Character_Permanent_Cn': '中国-浙江-杭州', 'hs_Character_Permanent_En': 'China-Zhejiang-Hangzhou', 'hs_Character_Education_Cn': '', 'hs_Character_Education_En': '', 'hs_Character_School_Cn': '', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,28054,208,494,-117,105.0,1480.0,-30%,,黄巧灵,Huang Qiaoling,224,宋城,Worldland,浙江杭州,Zhejiang,旅游、房地产,"Tourism, real estate",0,
"[{'hs_Character_Gender': '先生', 'hs_Character_Birthday': '1954-07-01', 'hs_Character_Age': '70', 'hs_Character_MTime': '1905-06-30 12:00:00', 'hs_Character_Gender_Lang': '先生', 'hs_Character_ID': 192, 'hs_Character_Fullname_Cn': '柯尊洪', 'hs_Character_Fullname_En': 'Ke Zunhong', 'hs_Character_Surname_Cn': '柯', 'hs_Character_Name_Cn': '尊洪', 'hs_Character_Surname_En': 'Ke', 'hs_Character_Name_En': 'Zunhong', 'hs_Character_Photo': 'https://res.hurun.net/default/icon_men.jpg', 'hs_Character_Nationality': 198, 'hs_Character_NativePlace_Cn': '中国-四川-雅安', 'hs_Character_NativePlace_En': 'China-Sichuan-Ya’an', 'hs_Character_BirthPlace_Cn': '中国-四川-雅安', 'hs_Character_BirthPlace_En': 'China-Sichuan-Ya’an', 'hs_Character_Permanent_Cn': '中国-四川-成都', 'hs_Character_Permanent_En': 'China - Sichuan-Chengdu', 'hs_Character_Education_Cn': '本科', 'hs_Character_Education_En': 'Undergraduate', 'hs_Character_School_Cn': '华西医', 'hs_Character_School_En': '', 'hs_Character_Major_Cn': '', 'hs_Character_Major_En': ''}]",,,,,,,,,,,,,,,2024,家族,2024-10-29 12:00:00,28055,208,494,212,105.0,1480.0,24%,,柯尊洪,Ke Zunhong,192,康弘药业,Kanghong Pharmaceuticals,四川成都,Sichuan,制药,Pharmaceuticals,0,
